mode,beta,alpha,seed,trace_sigma_T,trace_sigma_0,kl_T,gini_T,entropy_T,drop_pct
static,0.05,0.0,1,0.7531998252388945,30.3312162257417,15.580834102669765,0.880286666666667,3.8740153263396193,97.51675033525473
static,0.05,0.0,2,0.9709107601314271,27.701458914214456,16.164857334728076,0.8575711111111115,4.053519741635469,96.49509160099426
static,0.05,0.3,0,11.913452809090868,22.892667890517536,8.741123685829587,0.5657932656962235,5.151768317071092,47.95952631617223
static,0.05,0.3,1,5.713737667988745,21.466635788593365,9.621718263413918,0.48153267512929243,5.325909036286384,73.38317133500337
static,0.05,0.3,2,11.56280647628737,22.875962120505406,8.37354144976428,0.3072775656600737,5.552836656584845,49.45433807165305
static,0.05,0.7,0,12.001972644515082,18.5988362066081,9.74912428512518,0.5327236421725257,5.181061706188777,35.46922769151103
static,0.05,0.7,1,6.785885511020364,14.67354070777688,10.02504936819151,0.5919861231569828,5.083178680778161,53.75427344932577
static,0.05,0.7,2,8.221775278099187,17.75970540969969,9.884139206869602,0.5873937360178989,5.073186319047564,53.705452379808285
static,0.05,0.9,0,13.444054019122307,16.694800898748007,9.653630508416219,0.5232355816226804,5.219197527548641,19.47161214644664
static,0.05,0.9,1,13.765473626174101,12.40926337041184,9.920600192967932,0.5330340003253631,5.18887386909053,-10.929015004999876
static,0.05,0.9,2,16.63041106449684,16.073693570548,10.770657861232127,0.579241366970837,5.100498872796442,-3.46353183545145
fresh_oracle,0.0,0.0,0,29.739340711806964,29.811911999542403,0.40641977603537166,0.7894444444444451,4.374107352239661,0.24343050434522118
