mode,seed,t,KL_obs_true,TV,R_obs,R_true,gap,abs_gap,pinsker_bound,bound_holds
closed_loop,0,21,0.011870141593746254,0.005660886374373697,0.9928269495808676,0.9984471627719929,-0.005620213191125267,0.005620213191125267,0.15407882134638917,1
closed_loop,0,22,0.015700634557837687,0.007958322152292804,0.9898036964105976,0.9977208330476571,-0.007917136637059508,0.007917136637059508,0.17720403244755853,1
closed_loop,0,23,0.019839648900814365,0.010547551130942247,0.986286560991315,0.9967747575994019,-0.010488196608086975,0.010488196608086975,0.1991966309996952,1
closed_loop,0,24,0.026989558030880354,0.015099334402822108,0.980207219260859,0.9952305109497733,-0.015023291688914364,0.015023291688914364,0.2323340613465032,1
closed_loop,0,25,0.032940272355017355,0.019596751400496826,0.9739407835653765,0.9934552949606954,-0.0195145113953189,0.0195145113953189,0.25667205673784343,1
closed_loop,0,26,0.04041741813550025,0.02562386376982492,0.9653549437521586,0.9908631029454239,-0.025508159193265323,0.025508159193265323,0.28431467825457146,1
closed_loop,0,27,0.05007637416368558,0.033040953558375795,0.9547550589495402,0.9876572076938513,-0.03290214874431119,0.03290214874431119,0.3164691901708145,1
closed_loop,0,28,0.057901906006262334,0.04072382971785654,0.942800915259896,0.9833544292651146,-0.04055351400521867,0.04055351400521867,0.3402995915550365,1
closed_loop,0,29,0.06400343134186517,0.047594800631292844,0.931371692893636,0.9787148602875216,-0.047343167393885666,0.047343167393885666,0.35778046716349726,1
closed_loop,0,30,0.10284424673071137,0.07141624443099452,0.9003620291501098,0.9716322492431184,-0.07127022009300865,0.07127022009300865,0.45352893343360434,1
closed_loop,0,31,0.10899112792771316,0.08007893650325211,0.8843826216966194,0.9642645854669448,-0.07988196377032541,0.07988196377032541,0.46688569891936754,1
closed_loop,0,32,0.11211496144310142,0.08825988644339768,0.8662898872417467,0.95423598467358,-0.08794609743183324,0.08794609743183324,0.4735292207311,1
closed_loop,0,33,0.11274685491503789,0.09500145332308728,0.8482733607817488,0.9428514864165332,-0.0945781256347844,0.0945781256347844,0.4748617797107657,1
closed_loop,0,34,0.11403243206686679,0.1028629680511127,0.8258888403749147,0.9282025027990702,-0.10231366242415552,0.10231366242415552,0.47756137211224864,1
closed_loop,0,35,0.11588654924182192,0.11108191450626606,0.8017255216696051,0.9121273793543685,-0.1104018576847634,0.1104018576847634,0.4814281862164323,1
closed_loop,0,36,0.11337067740475447,0.1170438566997669,0.775924873110334,0.8920953464017161,-0.11617047329138208,0.11617047329138208,0.4761736603483113,1
closed_loop,0,37,0.1120017121694066,0.12367252218916211,0.7461127112604821,0.8687757805927993,-0.12266306933231719,0.12266306933231719,0.47329000025229057,1
closed_loop,0,38,0.10777447735905203,0.12907413027585227,0.7126454023993377,0.8405937832816603,-0.12794838088232263,0.12794838088232263,0.46427250049739544,1
closed_loop,0,39,0.10425385175793063,0.13432286416442082,0.6803047215305369,0.8133593966418164,-0.13305467511127955,0.13305467511127955,0.456626437600651,1
closed_loop,0,40,0.09865580211125691,0.13172955576525325,0.6518524931386499,0.7813011206776412,-0.12944862753899133,0.12944862753899133,0.44419770848408685,1
closed_loop,0,41,0.09361135531021104,0.1356373551710435,0.615127787486693,0.7480931026342862,-0.13296531514759324,0.13296531514759324,0.43269239722974345,1
closed_loop,0,42,0.09021391936177207,0.1391302794011793,0.584553213590003,0.7208501468194136,-0.1362969332294106,0.1362969332294106,0.4247679822250544,1
closed_loop,0,43,0.0859572374538689,0.14132186140950445,0.5566641733004519,0.6948947199625287,-0.1382305466620768,0.1382305466620768,0.4146257045911865,1
closed_loop,0,44,0.08204336921046339,0.14283491900601472,0.5380272185872716,0.6777176063676607,-0.139690387780389,0.139690387780389,0.4050762131018394,1
